Thin Section: 	C:\Ice Data\2017-07-19-Wed\11.47 SPICE 1579 VTS

Results: 	C:\Ice Results\2017-07-19-Wed\11.47 SPICE 1579 VTS\2017-07-19-Wed, 15.42

Sequence Angles: 
xi	phi inner
0	0
45	0
45	-45
45	-90
45	-135
45	-180
45	-225
45	-270
45	-315

Threshold: 
45.000

Grain #		theta		phi	Rsquared

0.000000	83.457347	-66.129805	0.001901
1.000000	47.885519	31.271799	0.004466
2.000000	46.281187	28.551347	0.002035
3.000000	-78.391071	-86.367095	0.011973
4.000000	-75.977174	-83.366751	0.000583
5.000000	61.216922	50.020786	0.008422
6.000000	48.040924	-43.024196	0.003913
7.000000	47.175505	55.484904	0.004678
8.000000	72.865442	58.531073	0.015758
9.000000	62.688468	62.427085	0.008315
10.000000	31.687553	-13.669644	0.002965
11.000000	52.443900	-45.543884	0.002738
12.000000	66.113010	62.149721	0.014704
13.000000	59.767726	46.811053	0.003831
14.000000	62.327540	37.109834	0.004128
15.000000	46.581349	-42.145546	0.003780
16.000000	60.033230	63.135920	0.002611
17.000000	35.092033	38.788301	0.004689
18.000000	83.377621	78.854946	0.032469
19.000000	79.246361	-68.674392	0.133528
20.000000	71.511942	-49.298353	0.001708
21.000000	-72.589426	-88.116108	0.005953
22.000000	74.848575	76.249267	0.002545
23.000000	34.735937	5.592264	0.008095
24.000000	49.442311	-37.842545	0.350705
25.000000	50.189969	16.745091	0.002141
26.000000	82.122198	-80.649517	0.016451
27.000000	75.419858	88.078325	0.206762
28.000000	63.363697	64.043055	0.003041
29.000000	54.078040	75.409347	0.031920
30.000000	-73.064303	-87.177115	0.079155
31.000000	34.665741	39.904932	0.000645
32.000000	70.893365	67.886834	0.004255
33.000000	74.078007	81.466621	0.001025
34.000000	68.850388	84.224954	0.005829
35.000000	43.527321	-17.719524	0.005961
36.000000	51.497034	58.985349	0.002858
37.000000	60.376341	76.586027	0.004292
38.000000	-85.810244	-85.954392	0.001047
39.000000	49.445164	-25.773215	0.097658
40.000000	64.276504	-62.053215	0.010867
41.000000	79.988174	-65.274334	0.001702
42.000000	61.854962	-57.397032	0.004361
43.000000	-72.627044	-88.979872	0.869766
44.000000	66.407189	78.218946	0.005552
45.000000	42.938910	59.127779	0.189761
46.000000	61.899120	-72.642050	0.037802
47.000000	43.146416	64.865462	0.230535
48.000000	78.631508	-85.249767	0.233359
49.000000	47.461971	65.681773	0.617144
50.000000	43.014930	-2.735789	0.006071
51.000000	60.264287	68.303099	0.002511
52.000000	44.125107	-35.914280	0.607055
53.000000	57.924031	-54.084014	0.623162
54.000000	39.706487	27.157562	0.000748
55.000000	54.073462	38.273741	0.024109
56.000000	74.246183	-81.650895	0.002995
57.000000	44.374601	66.898015	0.002545
58.000000	57.328214	37.785331	0.141182
59.000000	55.491480	60.309775	0.034297
60.000000	81.374734	-70.153131	0.000675
61.000000	58.543343	15.312299	0.024396
62.000000	76.070486	-66.350288	0.978439
63.000000	79.945656	-68.240041	0.042392
64.000000	81.882151	-84.066516	0.840523
65.000000	44.056050	16.249093	0.003326
66.000000	-67.819452	87.729720	0.455850
67.000000	79.674220	49.048365	0.233712
68.000000	47.874597	-79.311851	0.018168
69.000000	51.472377	51.114831	0.004394
70.000000	-72.668364	-86.900557	0.004261
71.000000	48.984872	62.462280	0.007468
72.000000	71.464741	-82.261465	0.452103
73.000000	-75.733939	-77.830634	0.005679
74.000000	71.787424	-61.452066	0.003003
75.000000	36.132661	14.144985	0.010089
76.000000	-84.179970	87.715781	0.006408
77.000000	52.628658	55.503524	0.057212
78.000000	64.249267	36.481314	0.780119
79.000000	81.360787	-71.416910	0.004109
80.000000	81.281944	-67.173752	1.266500
81.000000	41.100946	26.228400	0.479118
82.000000	63.294142	-66.430063	0.027541
83.000000	61.799554	-41.157237	0.003730
84.000000	45.342731	-74.605021	0.827394
